lamp_type_lupvalue,lamp_rating_w,Latitude,Longitude
13.0,14.0,-37.81553067,144.9669412
1.0,18.0,-37.82422845,144.9475374
5.0,70.0,-37.82484519,144.9454465
13.0,70.0,-37.8056919,144.9729359
9.0,,-37.81432877,144.9437551
13.0,35.0,-37.82484747,144.9455326
9.0,10.0,-37.82459174,144.9465361
1.0,50.0,-37.82497582,144.9471727
,,-37.81849607,144.9442178
13.0,14.0,-37.81077462,144.9670954
9.0,,-37.81950777,144.9746458
9.0,,-37.82095596,144.9616385
3.0,36.0,-37.81756031,144.9495578
,,-37.81920342,144.9433715
,,-37.81902546,144.9434248
,,-37.81424573,144.9435438
1.0,,-37.81490064,144.9411912
9.0,200.0,-37.82038389,144.9595557
5.0,70.0,-37.82487379,144.9455373
13.0,35.0,-37.82376502,144.947228
5.0,70.0,-37.8156423,144.9453727
13.0,150.0,-37.82212384,144.9692633
13.0,150.0,-37.82134085,144.9689194
13.0,35.0,-37.8243863,144.9436725
9.0,,-37.80984223,144.9734777
,,-37.81943173,144.9651927
13.0,35.0,-37.82394189,144.9471173
,,-37.8196675,144.9650951
9.0,,-37.82256233,144.9456725
9.0,,-37.81550843,144.9396256
13.0,35.0,-37.81610907,144.9384847
9.0,,-37.82274324,144.9465344
,,-37.81582784,144.9394421
5.0,35.0,-37.81510211,144.9445766
3.0,36.0,-37.81777073,144.9492705
,,-37.82046087,144.9447362
13.0,35.0,-37.82290063,144.9471091
9.0,,-37.82209271,144.9445171
9.0,,-37.8113692,144.9665079
12.0,,-37.82360718,144.9472804
5.0,70.0,-37.82440631,144.9460186
1.0,,-37.81776995,144.9507239
5.0,70.0,-37.81800253,144.9458693
9.0,25.0,-37.8145396,144.9425456
12.0,,-37.82351139,144.947314
9.0,,-37.82197953,144.9440982
13.0,14.0,-37.81622462,144.9670672
,,-37.81394778,144.9442028
1.0,,-37.81738081,144.9520359
9.0,,-37.82262589,144.9459753
9.0,,-37.81973342,144.967436
9.0,,-37.80975217,144.9735139
3.0,18.0,-37.82235673,144.9513328
9.0,,-37.82242828,144.945402
5.0,70.0,-37.81568567,144.9451002
9.0,,-37.80713611,144.9625437
2.0,14.0,-37.82293909,144.951257
,,-37.81383143,144.9441094
13.0,70.0,-37.81947387,144.960819
1.0,,-37.81778215,144.9510601
1.0,,-37.8210957,144.9320962
9.0,,-37.80980938,144.9734335
5.0,70.0,-37.82509103,144.946761
9.0,,-37.82244127,144.9453085
9.0,8.0,-37.82415839,144.947357
12.0,,-37.82399639,144.9473168
2.0,14.0,-37.82297617,144.9515171
9.0,,-37.81119727,144.9697014
1.0,,-37.81779521,144.9506391
3.0,18.0,-37.82242834,144.951091
13.0,14.0,-37.81076826,144.9671933
13.0,35.0,-37.82402275,144.9472976
9.0,,-37.81193713,144.9667948
12.0,,-37.82361826,144.9473518
13.0,70.0,-37.81451681,144.9407827
3.0,,-37.82044004,144.945273
1.0,50.0,-37.82499941,144.9470761
9.0,,-37.81922036,144.9743926
9.0,,-37.8104029,144.9640795
9.0,,-37.81516136,144.9411044
13.0,35.0,-37.82314363,144.9471807
12.0,,-37.82321927,144.9472252
1.0,,-37.8211635,144.933429
12.0,,-37.8235002,144.9472817
,,-37.8158932,144.9393413
9.0,,-37.81140907,144.9689865
3.0,36.0,-37.81757414,144.9494174
1.0,,-37.81525287,144.9404771
9.0,,-37.78696936,144.9414262
9.0,,-37.8209704,144.9642649
9.0,,-37.8153255,144.9416991
3.0,36.0,-37.81764109,144.948726
9.0,,-37.82095914,144.9616666
5.0,70.0,-37.82405647,144.9481834
,,-37.81957193,144.9651132
13.0,14.0,-37.81115604,144.9698393
1.0,18.0,-37.82330984,144.94304
,,-37.81582784,144.9394421
13.0,,-37.81517508,144.9409507
1.0,35.0,-37.8238556,144.9481187
13.0,35.0,-37.82026418,144.9753968
16.0,,-37.82316215,144.94842
9.0,,-37.8206785,144.9641708
9.0,,-37.81904635,144.9743
,,-37.81887297,144.9431771
1.0,,-37.81531844,144.9405107
,35.0,-37.81781059,144.9732209
9.0,10.0,-37.82424799,144.9473451
9.0,,-37.81931472,144.9644812
3.0,14.0,-37.82390696,144.9436561
5.0,70.0,-37.82494913,144.9457708
,,-37.81971529,144.9650861
9.0,,-37.81898337,144.972771
13.0,150.0,-37.82152163,144.9696395
1.0,500.0,-37.8161229,144.9434344
9.0,,-37.81144292,144.9690024
3.0,36.0,-37.81762826,144.9503814
1.0,4.0,-37.81541078,144.9409159
13.0,70.0,-37.82434894,144.9454864
5.0,150.0,-37.81776552,144.9493334
9.0,,-37.81293927,144.9654766
1.0,,-37.81414312,144.9477751
12.0,,-37.82377377,144.9472498
9.0,,-37.82267038,144.9464321
13.0,35.0,-37.82299572,144.9471371
9.0,,-37.80718803,144.9625786
13.0,35.0,-37.82382653,144.9474142
9.0,,-37.82279303,144.946787
9.0,40.0,-37.82389747,144.9433651
1.0,,-37.82103633,144.9542033
4.0,70.0,-37.81883248,144.9680121
1.0,,-37.81730581,144.9522951
5.0,70.0,-37.81642693,144.9457217
13.0,35.0,-37.82292385,144.9472268
9.0,,-37.81972949,144.9748411
13.0,150.0,-37.82302921,144.9698767
1.0,18.0,-37.82369458,144.9434012
1.0,,-37.81488099,144.9419308
,,-37.82019549,144.9447964
12.0,,-37.8119467,144.944679
3.0,36.0,-37.81758793,144.9492736
5.0,35.0,-37.81514145,144.9410403
16.0,,-37.81495045,144.9416436
9.0,,-37.81954779,144.9651657
1.0,,-37.81750617,144.9516064
,,-37.82118515,144.9639262
,,-37.8190189,144.9434298
13.0,14.0,-37.81189876,144.9674575
9.0,,-37.81410781,144.943972
12.0,,-37.82360934,144.9473516
9.0,,-37.81973872,144.9673676
13.0,150.0,-37.82244594,144.9700616
13.0,35.0,-37.82393062,144.9472653
16.0,,-37.82306158,144.9488506
3.0,36.0,-37.8177291,144.9496975
13.0,35.0,-37.82295682,144.9472362
12.0,,-37.82368436,144.9473059
9.0,,-37.8189218,144.9741895
13.0,,-37.81487648,144.941031
,,-37.82316858,144.9532287
3.0,14.0,-37.8236743,144.9433792
9.0,,-37.82260854,144.9463651
12.0,,-37.82392626,144.947232
13.0,100.0,-37.82011163,144.9591199
13.0,70.0,-37.82441347,144.9451616
,,-37.81427133,144.9433971
1.0,20.0,-37.81506558,144.9412846
2.0,125.0,-37.8191944,144.9653563
9.0,,-37.82196448,144.9372384
9.0,,-37.81429032,144.9433231
9.0,,-37.81471022,144.94166
13.0,100.0,-37.8194887,144.9608713
,,-37.82017661,144.9449519
13.0,70.0,-37.82401919,144.9521907
12.0,,-37.82303739,144.9471701
13.0,,-37.82053732,144.9594675
1.0,18.0,-37.82431933,144.9439344
5.0,70.0,-37.81944266,144.9524825
13.0,35.0,-37.82402,144.9472045
1.0,500.0,-37.82001186,144.9504424
9.0,,-37.81927351,144.964709
4.0,150.0,-37.8117196,144.9457807
13.0,35.0,-37.81873441,144.9725215
9.0,,-37.81962758,144.9748159
,,-37.81619183,144.9398664
12.0,,-37.82380365,144.9473474
9.0,,-37.82274924,144.9468017
12.0,,-37.82316667,144.9472814
9.0,,-37.78684861,144.9417846
1.0,,-37.81861363,144.9444857
13.0,35.0,-37.82393055,144.9473794
9.0,,-37.78703622,144.9414456
5.0,70.0,-37.81567656,144.9453897
9.0,10.0,-37.82390393,144.947444
9.0,200.0,-37.82024657,144.9600117
13.0,70.0,-37.82434147,144.9454199
13.0,70.0,-37.82074909,144.9524012
13.0,35.0,-37.82352826,144.9472584
13.0,70.0,-37.8055817,144.9716431
13.0,14.0,-37.81092931,144.9671276
,,-37.81926981,144.9433395
5.0,150.0,-37.81755227,144.9496358
9.0,,-37.81834666,144.971167
9.0,,-37.79947673,144.9504093
5.0,150.0,-37.8176173,144.9489713
9.0,,-37.82069323,144.9622393
9.0,,-37.80991162,144.9640669
9.0,,-37.82225157,144.9385487
12.0,,-37.81196251,144.9446381
13.0,35.0,-37.8233235,144.9472321
12.0,,-37.82299181,144.9472317
12.0,,-37.82288149,144.9471228
9.0,,-37.81926223,144.9744917
13.0,35.0,-37.82313268,144.9472861
13.0,70.0,-37.81873342,144.9460675
9.0,,-37.80243144,144.963229
9.0,,-37.82248212,144.9452904
9.0,,-37.81505544,144.9411642
13.0,70.0,-37.81743519,144.9455197
,,-37.8193072,144.9652192
13.0,14.0,-37.82023558,144.9463458
9.0,,-37.8147057,144.941747
1.0,,-37.81780464,144.950974
9.0,10.0,-37.82430078,144.9438631
13.0,70.0,-37.8112016,144.9694879
,,-37.81379256,144.9440801
5.0,70.0,-37.82402173,144.9478578
13.0,14.0,-37.82136382,144.9616009
13.0,35.0,-37.81860198,144.9716431
13.0,14.0,-37.81080216,144.9672697
9.0,,-37.81513706,144.9404307
4.0,250.0,-37.82011375,144.9503222
9.0,,-37.81466148,144.9423776
,,-37.81986466,144.9650732
9.0,,-37.82277642,144.9467926
9.0,,-37.80982845,144.9734978
1.0,,-37.81527788,144.940827
9.0,,-37.81844575,144.9736949
13.0,14.0,-37.81634645,144.9671558
9.0,,-37.81578388,144.9394968
,,-37.82002088,144.9670059
1.0,,-37.81488027,144.9410484
13.0,14.0,-37.81248891,144.9654002
5.0,70.0,-37.8196068,144.9526877
9.0,,-37.81850987,144.9738226
9.0,,-37.81927784,144.9744432
1.0,150.0,-37.81445716,144.9474881
,,-37.82415071,144.9520983
13.0,70.0,-37.81509524,144.941479
13.0,70.0,-37.82037537,144.950024
12.0,,-37.82400995,144.9472756
13.0,70.0,-37.82437688,144.9457395
9.0,,-37.81922072,144.9744548
13.0,100.0,-37.82004489,144.9590863
9.0,,-37.80803027,144.9632174
,,-37.81593242,144.9392808
,35.0,-37.81878208,144.9740772
9.0,,-37.81935357,144.9745727
4.0,150.0,-37.82109136,144.9546817
1.0,,-37.8153059,144.9404725
9.0,,-37.78657438,144.9422965
1.0,,-37.81501546,144.9392975
3.0,36.0,-37.81753902,144.9497778
5.0,70.0,-37.81903653,144.953873
3.0,36.0,-37.81758027,144.9493513
9.0,,-37.81418285,144.9437128
1.0,,-37.81466153,144.9423775
9.0,,-37.81474545,144.9416803
,,-37.81420456,144.943718
13.0,70.0,-37.82066575,144.9490266
,,-37.84400377,144.9800854
9.0,,-37.81918346,144.943439
5.0,70.0,-37.81518833,144.941548
9.0,,-37.82269435,144.9463015
9.0,,-37.82262785,144.9459847
9.0,,-37.81864503,144.9738709
,,-37.81852219,144.9441761
13.0,14.0,-37.82023558,144.9463297
1.0,,-37.82108626,144.9322527
9.0,8.0,-37.82455564,144.9468179
12.0,,-37.82392942,144.9472935
9.0,,-37.822666,144.9463267
1.0,,-37.81525817,144.9416886
5.0,150.0,-37.8177835,144.9491459
9.0,,-37.80248654,144.9632464
1.0,,-37.82100495,144.9540699
1.0,50.0,-37.82497717,144.9471569
1.0,,-37.81751786,144.9515634
5.0,35.0,-37.81829745,144.9457861
3.0,14.0,-37.82198225,144.9444179
1.0,18.0,-37.82373457,144.9434457
9.0,10.0,-37.82412299,144.9475414
9.0,24.0,-37.82175972,144.9726737
,,-37.82010724,144.9653639
9.0,,-37.8100791,144.9639482
9.0,,-37.78714165,144.9411854
9.0,5.0,-37.8202574,144.9607267
5.0,70.0,-37.82353643,144.9431541
9.0,,-37.80972992,144.9735515
1.0,18.0,-37.82400897,144.9438717
1.0,50.0,-37.81833163,144.9446754
1.0,18.0,-37.82354993,144.9432522
13.0,35.0,-37.82306967,144.9471589
,70.0,-37.82079426,144.9621779
,,-37.81938079,144.9651495
13.0,35.0,-37.82317664,144.9472986
3.0,36.0,-37.8176358,144.948783
12.0,,-37.82382629,144.9473965
13.0,70.0,-37.80677162,144.9624109
9.0,,-37.81480296,144.94214
9.0,10.0,-37.82431845,144.9445245
13.0,70.0,-37.81964337,144.960697
12.0,,-37.82384398,144.9472701
9.0,,-37.82239816,144.9453974
5.0,150.0,-37.8177878,144.9490966
1.0,,-37.8176104,144.9498974
13.0,35.0,-37.81912889,144.9434878
5.0,70.0,-37.81807536,144.9458255
16.0,,-37.82308069,144.9480945
5.0,70.0,-37.82438777,144.945846
9.0,,-37.80802645,144.963231
9.0,,-37.82242564,144.945318
13.0,14.0,-37.81115816,144.9698876
2.0,14.0,-37.78680319,144.9418853
,,-37.81859192,144.9440118
16.0,,-37.8227172,144.94778
1.0,50.0,-37.81855134,144.9441183
13.0,35.0,-37.82011692,144.974957
1.0,20.0,-37.81327727,144.9417346
13.0,35.0,-37.82324259,144.9473173
9.0,,-37.81430992,144.9427587
,,-37.82017638,144.9449596
1.0,,-37.81494958,144.941102
5.0,35.0,-37.81818517,144.9459055
13.0,70.0,-37.82003268,144.965774
5.0,70.0,-37.82406179,144.948235
12.0,,-37.82397171,144.9472266
9.0,,-37.81828205,144.9735504
1.0,50.0,-37.81049066,144.9807921
12.0,,-37.82378309,144.9473166
9.0,,-37.81622384,144.9669952
13.0,14.0,-37.81096639,144.9671155
13.0,70.0,-37.81972389,144.9598762
9.0,,-37.82244596,144.9453056
13.0,14.0,-37.8202557,144.9463432
1.0,,-37.81498708,144.9414885
13.0,35.0,-37.8169008,144.9453138
9.0,,-37.81436952,144.9436475
9.0,,-37.82261807,144.9459381
12.0,,-37.82301141,144.9471622
13.0,100.0,-37.81978004,144.9599272
,,-37.82499938,144.947076
,,-37.81843908,144.9449835
1.0,4.0,-37.8143488,144.9437016
1.0,,-37.81463393,144.9418202
9.0,,-37.81426222,144.9434789
2.0,125.0,-37.81920931,144.9652703
3.0,36.0,-37.81780353,144.9489386
,,-37.82020738,144.9448209
16.0,,-37.82304794,144.9488735
12.0,,-37.82295944,144.9471465
13.0,35.0,-37.8236908,144.9472473
9.0,,-37.81936817,144.9745228
13.0,14.0,-37.8117748,144.9678424
9.0,,-37.81904269,144.9730003
9.0,,-37.81334909,144.965455
12.0,,-37.82322788,144.9472987
9.0,,-37.82096443,144.9617216
9.0,,-37.80978077,144.9735247
9.0,,-37.81608344,144.9669142
1.0,50.0,-37.81518588,144.9411199
1.0,150.0,-37.81342512,144.9500752
13.0,70.0,-37.81978279,144.9513096
9.0,,-37.82264082,144.9464276
13.0,35.0,-37.82368,144.9472487
9.0,,-37.81475531,144.9426361
5.0,70.0,-37.81743947,144.9460192
9.0,,-37.8129853,144.96527
9.0,,-37.78685582,144.9417716
13.0,14.0,-37.81191042,144.9675018
9.0,,-37.82262769,144.9464256
1.0,,-37.81519584,144.9416804
13.0,70.0,-37.81906295,144.9434277
13.0,35.0,-37.8231225,144.9471745
13.0,70.0,-37.80254482,144.9661285
13.0,14.0,-37.82148565,144.9615808
12.0,,-37.82328914,144.9473157
1.0,50.0,-37.82506992,144.947
9.0,,-37.82027455,144.9452999
,,-37.82018831,144.945073
13.0,70.0,-37.81807938,144.9453097
13.0,70.0,-37.8180754,144.9458255
12.0,,-37.82291313,144.9472094
9.0,,-37.81461299,144.9425008
,,-37.81877892,144.9440863
,,-37.82495985,144.9448258
13.0,14.0,-37.82024829,144.9463297
5.0,70.0,-37.81469112,144.9409727
9.0,,-37.82262198,144.9459567
9.0,24.0,-37.82202189,144.9723333
5.0,35.0,-37.81493326,144.941067
9.0,,-37.80248972,144.9630681
3.0,36.0,-37.81493361,144.9413604
5.0,70.0,-37.82034673,144.9501256
3.0,14.0,-37.82002088,144.9670059
1.0,14.0,-37.8187789,144.9677324
10.0,14.0,-37.82463598,144.9455132
9.0,,-37.82261007,144.9459
9.0,10.0,-37.82433134,144.9473087
9.0,,-37.81044451,144.9643137
9.0,,-37.8191488,144.9435648
13.0,35.0,-37.82390813,144.94729
9.0,,-37.81911361,144.9742986
1.0,,-37.81474648,144.9391836
9.0,,-37.81426088,144.9432268
9.0,,-37.81903316,144.9730378
9.0,,-37.82279605,144.946786
,,-37.81399436,144.9442374
9.0,,-37.8210958,144.9639773
13.0,14.0,-37.81117935,144.9698715
13.0,35.0,-37.82305911,144.9471558
16.0,,-37.81517311,144.941163
9.0,,-37.81967201,144.9747905
,,-37.82364991,144.9518668
1.0,18.0,-37.82399154,144.9474197
1.0,,-37.81726416,144.9528414
3.0,14.0,-37.82002207,144.9670228
1.0,,-37.8173907,144.9524097
13.0,35.0,-37.82363672,144.9472536
9.0,,-37.82122928,144.9639452
1.0,20.0,-37.82449998,144.9471327
3.0,36.0,-37.81795526,144.950795
13.0,35.0,-37.81836226,144.9459249
,,-37.81887797,144.9431715
9.0,,-37.8190215,144.9730834
1.0,,-37.81502054,144.9411307
12.0,,-37.82366928,144.9472745
2.0,14.0,-37.82272192,144.9515989
9.0,,-37.81809558,144.9505502
,35.0,-37.81810246,144.9734817
12.0,,-37.82286417,144.9471176
1.0,,-37.81461933,144.9426492
12.0,,-37.82296562,144.9471883
,,-37.81913208,144.9434805
,,-37.82330469,144.9518848
16.0,,-37.81497454,144.941578
5.0,70.0,-37.82391079,144.9477954
5.0,70.0,-37.81709335,144.9452886
9.0,,-37.82216143,144.9446404
12.0,,-37.82315865,144.9472068
2.0,14.0,-37.78674702,144.9419993
1.0,50.0,-37.81847451,144.9443009
2.0,14.0,-37.82297617,144.9513428
1.0,,-37.82089375,144.9322425
9.0,,-37.82241824,144.9454004
12.0,,-37.82388817,144.9471461
9.0,10.0,-37.82416514,144.94754
9.0,,-37.81858809,144.9738206
9.0,,-37.81815394,144.9734372
12.0,,-37.82358257,144.9473511
13.0,70.0,-37.82399117,144.9476823
4.0,250.0,-37.82015612,144.950451
9.0,,-37.80980302,144.9735434
,14.0,-37.78677935,144.9419732
13.0,150.0,-37.82166184,144.9690674
13.0,70.0,-37.80675678,144.9624364
,,-37.81928578,144.964653
13.0,14.0,-37.81070999,144.9672429
2.0,250.0,-37.81969665,144.9378549
,,-37.81884643,144.9679383
2.0,14.0,-37.82289142,144.9516982
1.0,,-37.81528179,144.9404519
9.0,,-37.81263003,144.9653143
16.0,,-37.82316211,144.9485057
1.0,20.0,-37.81492006,144.9416736
5.0,70.0,-37.81907263,144.9537518
,,-37.81163837,144.9457202
13.0,35.0,-37.8181801,144.9458763
9.0,,-37.82276867,144.9466556
3.0,36.0,-37.81754534,144.9501198
9.0,,-37.82271195,144.9463853
,,-37.82018412,144.9450549
12.0,,-37.82287816,144.9471995
1.0,150.0,-37.81364546,144.9503144
9.0,,-37.81526737,144.9408997
12.0,,-37.82376906,144.9474677
9.0,10.0,-37.8245706,144.9468743
1.0,,-37.81516899,144.9403967
1.0,50.0,-37.81518726,144.9404052
5.0,70.0,-37.81804129,144.9462805
13.0,14.0,-37.81189876,144.967483
,,-37.82330894,144.9517091
13.0,35.0,-37.82297459,144.9471309
1.0,,-37.82110114,144.9323674
3.0,36.0,-37.81763714,144.9487695
9.0,,-37.82199006,144.9441003
9.0,,-37.81457263,144.9431156
13.0,70.0,-37.818121,144.9710369
9.0,3.0,-37.82376609,144.9476685
5.0,70.0,-37.82445944,144.9465165
9.0,,-37.81585805,144.9393775
13.0,150.0,-37.82189914,144.9691661
9.0,,-37.81156509,144.96859
,,-37.82075359,144.9640623
3.0,36.0,-37.81781421,144.948829
5.0,70.0,-37.82418017,144.9439289
,,-37.82055032,144.9641219
13.0,14.0,-37.81554127,144.9668728
13.0,70.0,-37.81470009,144.9416169
,,-37.82337287,144.9517387
9.0,,-37.80982316,144.9735542
13.0,14.0,-37.81548618,144.9670699
9.0,,-37.80971296,144.9735126
13.0,70.0,-37.82005627,144.9656377
10.0,14.0,-37.82460462,144.9455702
13.0,35.0,-37.81976732,144.9597274
,,-37.81933335,144.9651736
3.0,,-37.81904269,144.9427383
12.0,,-37.82384409,144.9473252
13.0,14.0,-37.82021227,144.9463217
9.0,,-37.80711386,144.9625356
5.0,70.0,-37.82394956,144.9436187
13.0,14.0,-37.81249739,144.9653882
13.0,70.0,-37.81025439,144.9725363
13.0,35.0,-37.81859986,144.9716243
12.0,,-37.81990928,144.9608398
,,-37.81879065,144.9429534
1.0,,-37.82006608,144.9504769
13.0,150.0,-37.82190931,144.9693589
13.0,14.0,-37.81086044,144.9671383
9.0,,-37.80978819,144.9734187
13.0,70.0,-37.81866471,144.9461789
9.0,,-37.82244966,144.9451357
,,-37.82494498,144.9457241
9.0,,-37.81515066,144.9404406
13.0,70.0,-37.81990117,144.9516548
9.0,,-37.80799691,144.9632177
5.0,35.0,-37.81838115,144.945906
,,-37.82394826,144.9520047
5.0,35.0,-37.8152315,144.9407994
13.0,35.0,-37.82473081,144.9453543
13.0,14.0,-37.81071528,144.9672228
,,-37.81879634,144.9429472
5.0,35.0,-37.8173005,144.9453395
13.0,70.0,-37.81966473,144.9517137
1.0,20.0,-37.82397556,144.9437719
13.0,150.0,-37.82201987,144.9698674
,,-37.81902226,144.9434321
9.0,,-37.81813265,144.9734895
9.0,,-37.8197313,144.9674441
13.0,35.0,-37.81697229,144.94531
9.0,,-37.81397101,144.94422
9.0,,-37.81971062,144.9748896
13.0,14.0,-37.8124709,144.9654257
,,-37.8202146,144.9451432
9.0,10.0,-37.82376368,144.9433882
,,-37.82473874,144.9456646
3.0,36.0,-37.81483445,144.9416162
9.0,,-37.8226218,144.9463562
9.0,,-37.81865933,144.9739546
2.0,14.0,-37.78684347,144.9417955
3.0,36.0,-37.81770196,144.9499737
,,-37.82421105,144.9523068
1.0,,-37.82105671,144.9541481
,,-37.81580169,144.9394824
2.0,250.0,-37.81919588,144.9355447
13.0,35.0,-37.82342004,144.9472504
,,-37.82344888,144.951952
1.0,,-37.81473135,144.9417631
9.0,,-37.8183177,144.9736529
3.0,36.0,-37.81762215,144.9489245
1.0,50.0,-37.81735424,144.945219
,14.0,-37.7867449,144.9420416
13.0,35.0,-37.82337529,144.9473496
13.0,70.0,-37.80576819,144.9730378
9.0,,-37.81905465,144.9743074
9.0,25.0,-37.81419681,144.9435537
12.0,,-37.82388756,144.9473128
13.0,35.0,-37.81865071,144.9720924
13.0,35.0,-37.82293484,144.94723
1.0,,-37.81451563,144.9390859
13.0,70.0,-37.80519812,144.9695241
,,-37.81954804,144.9651177
13.0,35.0,-37.82487377,144.9455374
5.0,70.0,-37.81471117,144.9417993
1.0,18.0,-37.82381858,144.9474698
9.0,,-37.82246684,144.9452176
1.0,500.0,-37.81688852,144.9433283
9.0,,-37.82355245,144.9707969
1.0,,-37.81479801,144.9417108
1.0,,-37.81633954,144.939388
9.0,,-37.81965249,144.974838
9.0,,-37.81146538,144.9689266
9.0,,-37.81904792,144.9742407
9.0,,-37.81525769,144.9408928
5.0,70.0,-37.81422156,144.9414561
1.0,20.0,-37.81158408,144.9827265
9.0,10.0,-37.82420739,144.9475388
9.0,10.0,-37.82429231,144.9438373
9.0,,-37.81462144,144.9426438
,,-37.82405656,144.9522349
3.0,70.0,-37.81988174,144.9649483
5.0,70.0,-37.81989992,144.9509119
9.0,,-37.8235461,144.9708156
9.0,,-37.81920394,144.9743781
5.0,70.0,-37.8247273,144.9468685
3.0,14.0,-37.82309693,144.9518524
13.0,70.0,-37.81828902,144.9448057
9.0,,-37.82262933,144.9464258
9.0,25.0,-37.81420952,144.9433726
,,-37.82338709,144.9519232
9.0,,-37.78651833,144.9423903
9.0,,-37.82217025,144.9446756
13.0,35.0,-37.82301685,144.9471434
12.0,,-37.82296559,144.9472243
13.0,35.0,-37.82381092,144.9473251
,,-37.81912888,144.9434878
13.0,100.0,-37.82002582,144.9591279
13.0,35.0,-37.82437814,144.9436437
1.0,500.0,-37.82002363,144.9503975
13.0,70.0,-37.81832017,144.9710074
1.0,,-37.81602447,144.9397573
13.0,70.0,-37.81508448,144.9414538
13.0,70.0,-37.81845684,144.944935
9.0,,-37.81970164,144.9679175
12.0,,-37.8238132,144.947224
5.0,70.0,-37.82432043,144.9452272
9.0,,-37.81551181,144.9406499
9.0,,-37.82243665,144.9454032
1.0,,-37.82123567,144.9321205
12.0,,-37.82321061,144.9472225
9.0,,-37.8151737,144.9403825
3.0,36.0,-37.81753448,144.9500585
,,-37.81427055,144.9434298
13.0,35.0,-37.82310137,144.9471683
5.0,150.0,-37.81770401,144.9499492
3.0,21.0,-37.82462153,144.9455579
9.0,,-37.81540022,144.9417255
12.0,,-37.82292246,144.9471754
13.0,70.0,-37.81967939,144.9603041
9.0,,-37.81427977,144.9434624
9.0,,-37.81038683,144.9726637
9.0,,-37.80249502,144.9632451
5.0,70.0,-37.81749602,144.9460435
9.0,,-37.81861656,144.9738458
5.0,35.0,-37.81519063,144.9409059
3.0,14.0,-37.82237183,144.9512821
12.0,,-37.82307203,144.9471806
9.0,,-37.81513126,144.9412
13.0,35.0,-37.81580357,144.9390302
9.0,,-37.81951964,144.9747201
,,-37.82494919,144.9451338
2.0,14.0,-37.82291896,144.9516821
9.0,,-37.81843151,144.9736823
16.0,,-37.82316331,144.9484486
13.0,14.0,-37.81076614,144.9670404
4.0,150.0,-37.81164918,144.9459583
13.0,35.0,-37.81932979,144.9739109
9.0,,-37.81971541,144.9677552
5.0,70.0,-37.81481768,144.9416927
3.0,36.0,-37.8177228,144.9497596
5.0,70.0,-37.82499586,144.9454879
,,-37.8167215,144.9851923
10.0,35.0,-37.82484828,144.9472583
9.0,,-37.81824653,144.9735901
12.0,,-37.82316731,144.9472094
3.0,36.0,-37.81776337,144.9493491
,,-37.82401219,144.9520343
1.0,,-37.81480298,144.9421399
13.0,70.0,-37.81960312,144.9604543
2.0,32.0,-37.82005662,144.9611001
13.0,14.0,-37.81945268,144.9652299
9.0,,-37.81519586,144.9416805
3.0,,-37.82038809,144.9447161
13.0,70.0,-37.81800254,144.9458693
1.0,,-37.82116042,144.9328877
13.0,35.0,-37.8196974,144.9746539
13.0,35.0,-37.82343116,144.9473585
,125.0,-37.81923479,144.9652119
1.0,,-37.81917739,144.9469911
4.0,150.0,-37.81186879,144.945823
9.0,,-37.81409638,144.9439937
9.0,,-37.82244011,144.9450902
12.0,,-37.82332349,144.9472551
13.0,70.0,-37.81968086,144.9524334
,,-37.81674268,144.9853894
1.0,,-37.81522355,144.940444
3.0,21.0,-37.82460015,144.9454886
9.0,,-37.81046432,144.9643222
1.0,,-37.81856384,144.9446158
,,-37.82351139,144.9518027
,,-37.8185732,144.9442521
1.0,,-37.8163382,144.9447673
9.0,32.0,-37.82018992,144.9601614
13.0,70.0,-37.82402727,144.947923
3.0,36.0,-37.81751471,144.9498265
13.0,14.0,-37.81174302,144.967825
13.0,70.0,-37.82454346,144.9462585
9.0,,-37.82062764,144.9641999
13.0,14.0,-37.81093143,144.9672939
9.0,40.0,-37.8237342,144.943181
,,-37.81988039,144.9650501
1.0,150.0,-37.81423109,144.9472834
9.0,,-37.78646228,144.9424841
,35.0,-37.81991617,144.9750783
,,-37.82494913,144.9457708
9.0,,-37.82354716,144.9708277
1.0,,-37.8151742,144.9416778
3.0,14.0,-37.82346441,144.943172
9.0,,-37.80976064,144.973526
1.0,,-37.81485561,144.9418633
5.0,70.0,-37.81521047,144.9415325
,,-37.81838816,144.9447875
9.0,,-37.81878026,144.9739903
13.0,14.0,-37.81187228,144.9674562
9.0,,-37.8193189,144.9744794
13.0,14.0,-37.8107619,144.9672778
5.0,150.0,-37.81782571,144.9487154
13.0,14.0,-37.81085514,144.9671799
2.0,250.0,-37.81902839,144.934804
5.0,70.0,-37.82498619,144.9453664
,70.0,-37.82078435,144.9623087
5.0,70.0,-37.81518352,144.941576
13.0,150.0,-37.82170494,144.9692559
12.0,,-37.82303467,144.9472088
1.0,,-37.81684279,144.9376211
3.0,36.0,-37.81764353,144.9486999
9.0,,-37.82264545,144.9460685
13.0,35.0,-37.82484588,144.9452922
1.0,,-37.8155157,144.9397896
9.0,,-37.81473681,144.9416757
9.0,,-37.81532979,144.9404805
13.0,14.0,-37.81635175,144.9671705
5.0,70.0,-37.81474712,144.9420733
9.0,,-37.82261443,144.9463611
3.0,36.0,-37.81790424,144.9504214
9.0,,-37.81148039,144.9687457
9.0,,-37.82268187,144.9464338
